contact_id,campaign_id,customer_id,contact_date,contact_channel,opened_flag,clicked_flag,converted_flag,estimated_revenue,test_group
72,1,4751,2024-04-10,Email,True,False,False,0.0,Targeted
73,1,3140,2024-04-23,Email,True,False,False,0.0,Targeted
74,1,4691,2024-04-25,Mobile Push,False,False,False,0.0,Targeted
75,1,1745,2024-03-16,Email,False,False,False,0.0,Targeted
76,1,901,2024-05-31,Advisor Call,False,False,False,0.0,Targeted
77,1,4791,2024-05-09,Advisor Call,True,False,False,0.0,Targeted
78,1,5539,2024-04-17,Email,True,False,False,0.0,Targeted
79,1,5469,2024-04-12,Mobile Push,True,False,False,0.0,Targeted
80,1,294,2024-04-20,Email,False,False,False,0.0,Targeted
81,1,6645,2024-05-05,Email,False,False,False,0.0,Targeted
82,1,6681,2024-05-28,Mobile Push,True,False,False,0.0,Targeted
83,1,4859,2024-05-09,Advisor Call,True,False,False,0.0,Targeted
84,1,4207,2024-05-18,Email,True,False,False,0.0,Targeted
85,1,3530,2024-03-23,Mobile Push,False,False,False,0.0,Targeted
86,1,6899,2024-03-06,Email,False,False,False,0.0,Targeted
87,1,177,2024-04-09,Email,False,False,False,0.0,Targeted
88,1,6810,2024-04-20,Email,False,False,False,0.0,Targeted
89,1,580,2024-03-14,Email,True,False,False,0.0,Targeted
90,1,1859,2024-04-28,SMS,False,False,False,0.0,Targeted
91,1,434,2024-05-25,Email,True,True,True,500.0,Control
92,1,6071,2024-04-14,Email,True,False,False,0.0,Targeted
93,1,3665,2024-05-04,Email,False,False,False,0.0,Targeted
94,1,1343,2024-03-09,Mobile Push,False,False,False,0.0,Targeted
95,1,2179,2024-05-13,Email,False,False,False,0.0,Control
96,1,5961,2024-05-14,Mobile Push,True,False,False,0.0,Targeted
97,1,235,2024-05-17,SMS,True,False,False,0.0,Control
98,1,4649,2024-03-24,Advisor Call,True,False,False,0.0,Targeted
99,1,4063,2024-04-04,SMS,False,False,False,0.0,Targeted
100,1,4468,2024-04-12,Email,True,False,False,0.0,Targeted
101,1,2934,2024-05-10,Advisor Call,False,False,False,0.0,Targeted
102,1,1653,2024-05-14,Email,True,False,False,0.0,Targeted
103,1,2208,2024-04-18,Email,False,False,False,0.0,Targeted
104,1,2567,2024-04-05,Email,True,False,False,0.0,Targeted
105,1,5112,2024-04-09,Direct Mail,True,False,False,0.0,Targeted
106,1,4260,2024-04-10,Mobile Push,True,True,False,0.0,Targeted
107,1,5786,2024-03-13,Email,True,False,False,0.0,Targeted
108,1,5984,2024-05-26,SMS,False,False,False,0.0,Targeted
109,1,633,2024-04-10,Email,False,False,False,0.0,Targeted
110,1,4608,2024-05-30,Mobile Push,True,False,False,0.0,Targeted
111,1,6756,2024-04-02,Email,False,False,False,0.0,Targeted
112,1,6586,2024-04-14,Mobile Push,True,False,False,0.0,Targeted
113,1,1773,2024-03-03,Email,False,False,False,0.0,Targeted
114,1,6976,2024-05-28,Mobile Push,True,False,False,0.0,Targeted
115,1,268,2024-05-29,SMS,True,False,False,0.0,Targeted
116,1,6020,2024-03-24,Direct Mail,False,False,False,0.0,Control
117,1,3576,2024-05-05,Mobile Push,False,False,False,0.0,Targeted
118,1,1302,2024-03-03,Mobile Push,False,False,False,0.0,Targeted
119,1,6165,2024-03-11,Email,False,False,False,0.0,Targeted
120,1,5844,2024-04-08,Mobile Push,True,False,False,0.0,Control
121,1,2249,2024-04-17,Email,True,False,False,0.0,Targeted
122,1,6321,2024-05-23,SMS,True,False,False,0.0,Targeted
123,1,692,2024-05-06,Email,True,False,False,0.0,Targeted
124,1,6920,2024-04-12,Email,False,False,False,0.0,Targeted
125,1,4379,2024-03-10,Email,False,False,False,0.0,Targeted
126,1,6706,2024-03-09,Email,False,False,False,0.0,Targeted
127,1,875,2024-04-18,Mobile Push,False,False,False,0.0,Targeted
128,1,3444,2024-05-14,Email,False,False,False,0.0,Targeted
129,1,3222,2024-04-11,Email,False,False,False,0.0,Control
130,1,6516,2024-03-27,Advisor Call,True,False,False,0.0,Targeted
131,1,4178,2024-03-22,Email,True,False,False,0.0,Targeted
132,1,3317,2024-05-07,Mobile Push,True,False,False,0.0,Targeted
133,1,4594,2024-03-11,Advisor Call,False,False,False,0.0,Targeted
134,1,4626,2024-03-31,Email,False,False,False,0.0,Targeted
135,1,4671,2024-04-19,Advisor Call,False,False,False,0.0,Control
136,1,2936,2024-03-04,Mobile Push,False,False,False,0.0,Targeted
137,1,3593,2024-05-07,SMS,False,False,False,0.0,Control
138,1,5604,2024-05-04,Advisor Call,False,False,False,0.0,Targeted
139,1,4082,2024-03-18,Email,False,False,False,0.0,Targeted
140,1,1966,2024-03-06,Email,True,False,False,0.0,Targeted
141,1,6293,2024-03-29,Email,True,False,False,0.0,Targeted
142,1,4412,2024-05-23,Direct Mail,False,False,False,0.0,Targeted
143,1,6013,2024-03-26,SMS,True,False,False,0.0,Targeted
144,1,5118,2024-04-27,Email,True,False,False,0.0,Targeted
145,1,5224,2024-03-02,SMS,True,True,False,0.0,Targeted
146,1,4089,2024-04-24,Advisor Call,False,False,False,0.0,Targeted
147,1,1386,2024-04-04,SMS,False,False,False,0.0,Targeted
148,1,5160,2024-03-14,Email,False,False,False,0.0,Targeted
149,1,3072,2024-03-22,Email,True,False,False,0.0,Targeted
150,1,276,2024-04-23,Email,False,False,False,0.0,Targeted
151,1,1821,2024-03-18,Direct Mail,False,False,False,0.0,Targeted
152,1,3483,2024-03-18,SMS,False,False,False,0.0,Targeted
153,1,1665,2024-03-04,Mobile Push,True,False,False,0.0,Targeted
154,1,4402,2024-04-27,Mobile Push,True,False,False,0.0,Targeted
155,1,6262,2024-05-15,Mobile Push,True,False,False,0.0,Control
156,1,521,2024-05-18,SMS,False,False,False,0.0,Targeted
157,1,168,2024-04-04,Advisor Call,False,False,False,0.0,Control
158,1,4035,2024-05-23,Email,False,False,False,0.0,Targeted
159,1,56,2024-05-31,SMS,True,False,False,0.0,Control
160,1,1528,2024-05-28,Mobile Push,True,False,False,0.0,Targeted
161,1,5660,2024-04-20,Direct Mail,False,False,False,0.0,Control
162,1,1738,2024-03-24,Email,True,True,False,0.0,Targeted
163,1,200,2024-05-30,Email,False,False,False,0.0,Control
164,1,6886,2024-05-31,Mobile Push,False,False,False,0.0,Targeted
165,1,1851,2024-03-16,Advisor Call,True,False,False,0.0,Targeted
166,1,3974,2024-04-07,Email,False,False,False,0.0,Targeted
167,1,3510,2024-05-14,Mobile Push,False,False,False,0.0,Targeted
168,1,6897,2024-05-03,SMS,False,False,False,0.0,Targeted
169,1,2284,2024-04-26,Email,False,False,False,0.0,Control
170,1,2890,2024-05-14,Email,True,False,False,0.0,Targeted
171,1,4102,2024-05-02,Mobile Push,False,False,False,0.0,Targeted
172,1,6233,2024-05-11,SMS,False,False,False,0.0,Targeted
173,1,1446,2024-05-27,Email,True,True,False,0.0,Control
174,1,1340,2024-04-04,Email,False,False,False,0.0,Targeted
175,1,4861,2024-05-29,Email,True,True,False,0.0,Targeted
176,1,834,2024-04-23,Email,False,False,False,0.0,Targeted
177,1,1018,2024-04-16,Advisor Call,False,False,False,0.0,Targeted
178,1,5052,2024-05-21,Mobile Push,True,False,False,0.0,Control
179,1,5530,2024-03-23,Mobile Push,True,False,False,0.0,Targeted
180,1,5570,2024-03-15,Advisor Call,True,False,False,0.0,Targeted
181,1,6624,2024-04-07,Email,True,False,False,0.0,Control
182,1,3421,2024-03-18,Advisor Call,True,False,False,0.0,Targeted
183,1,189,2024-03-18,SMS,True,False,False,0.0,Targeted
184,1,2047,2024-05-21,Direct Mail,False,False,False,0.0,Targeted
185,1,3969,2024-05-29,Email,True,False,False,0.0,Targeted
186,1,813,2024-04-06,Email,True,False,False,0.0,Targeted
187,1,1081,2024-03-28,Email,False,False,False,0.0,Targeted
188,1,1421,2024-03-17,Direct Mail,False,False,False,0.0,Targeted
189,1,5973,2024-04-11,Mobile Push,True,False,False,0.0,Targeted
190,1,1936,2024-05-21,Direct Mail,False,False,False,0.0,Targeted
191,1,3800,2024-03-22,Advisor Call,True,True,False,0.0,Targeted
192,1,2377,2024-03-14,Email,False,False,False,0.0,Targeted
193,1,2097,2024-04-21,Mobile Push,True,False,False,0.0,Targeted
194,1,2201,2024-04-10,Email,True,False,False,0.0,Targeted
195,1,6757,2024-04-02,SMS,True,False,False,0.0,Targeted
196,1,4302,2024-04-10,Advisor Call,True,False,False,0.0,Targeted
197,1,800,2024-05-29,Email,False,False,False,0.0,Targeted
198,1,6751,2024-05-16,SMS,False,False,False,0.0,Targeted
199,1,5464,2024-04-12,Mobile Push,False,False,False,0.0,Control
200,1,2590,2024-05-27,SMS,True,False,False,0.0,Targeted
201,1,262,2024-05-17,Email,False,False,False,0.0,Targeted
202,1,5556,2024-04-22,Email,True,False,False,0.0,Control
203,1,2446,2024-05-07,SMS,True,False,False,0.0,Targeted
204,1,6124,2024-03-20,Mobile Push,True,True,False,0.0,Targeted
205,1,2683,2024-04-08,Email,False,False,False,0.0,Targeted
206,1,3098,2024-04-23,Mobile Push,False,False,False,0.0,Targeted
207,1,1485,2024-04-29,Advisor Call,False,False,False,0.0,Targeted
208,1,5471,2024-03-01,Advisor Call,False,False,False,0.0,Targeted
209,1,1298,2024-05-08,Mobile Push,True,True,False,0.0,Targeted
210,1,442,2024-03-17,Advisor Call,True,True,False,0.0,Control
211,1,3035,2024-05-21,Advisor Call,True,True,False,0.0,Targeted
212,1,3216,2024-03-06,Mobile Push,False,False,False,0.0,Targeted
213,1,2660,2024-05-02,Email,True,False,False,0.0,Control
214,1,1716,2024-03-10,Email,False,False,False,0.0,Targeted
215,1,3516,2024-03-27,Email,False,False,False,0.0,Targeted
216,1,3797,2024-05-24,SMS,False,False,False,0.0,Targeted
217,1,5470,2024-04-18,Advisor Call,True,True,True,100.0,Targeted
218,1,2542,2024-05-20,Direct Mail,False,False,False,0.0,Targeted
219,1,1053,2024-03-26,Email,True,False,False,0.0,Targeted
220,1,3712,2024-04-03,Mobile Push,True,False,False,0.0,Targeted
221,1,3201,2024-03-14,Email,False,False,False,0.0,Targeted
222,1,3427,2024-04-17,Email,False,False,False,0.0,Targeted
223,1,3546,2024-04-15,Direct Mail,False,False,False,0.0,Targeted
224,1,1523,2024-05-03,Email,True,True,False,0.0,Targeted
225,1,2114,2024-03-19,SMS,False,False,False,0.0,Targeted
226,1,3808,2024-04-19,Email,False,False,False,0.0,Targeted
227,1,5449,2024-04-16,Advisor Call,True,True,True,1000.0,Targeted
228,1,3375,2024-04-22,Email,False,False,False,0.0,Control
229,1,1052,2024-05-13,Email,True,False,False,0.0,Control
230,1,1524,2024-04-05,Email,False,False,False,0.0,Targeted
231,1,4367,2024-04-05,Email,False,False,False,0.0,Control
232,1,6917,2024-05-20,Mobile Push,False,False,False,0.0,Targeted
233,1,2186,2024-04-24,Mobile Push,True,False,False,0.0,Targeted
234,1,4444,2024-05-04,Email,False,False,False,0.0,Targeted
235,1,3755,2024-03-24,Email,False,False,False,0.0,Targeted
236,1,781,2024-05-01,Email,True,False,False,0.0,Targeted
237,1,2386,2024-03-26,Email,False,False,False,0.0,Targeted
238,1,4263,2024-04-17,Direct Mail,True,False,False,0.0,Targeted
239,1,647,2024-04-17,SMS,False,False,False,0.0,Targeted
240,1,4496,2024-05-01,Email,False,False,False,0.0,Targeted
241,1,6239,2024-05-05,Mobile Push,False,False,False,0.0,Targeted
242,1,3224,2024-05-26,Advisor Call,False,False,False,0.0,Targeted
243,1,3014,2024-03-10,Email,False,False,False,0.0,Targeted
244,1,3845,2024-03-02,Email,False,False,False,0.0,Targeted
245,1,6842,2024-03-30,SMS,False,False,False,0.0,Targeted
246,1,4875,2024-05-17,SMS,True,False,False,0.0,Targeted
247,1,2481,2024-03-04,Email,False,False,False,0.0,Targeted
248,1,6121,2024-03-27,Email,False,False,False,0.0,Targeted
249,1,1109,2024-05-05,Advisor Call,True,False,False,0.0,Targeted
250,1,3961,2024-03-17,Email,False,False,False,0.0,Control
251,1,2218,2024-05-01,Mobile Push,True,False,False,0.0,Targeted
252,1,3847,2024-05-13,Email,True,False,False,0.0,Targeted
253,1,338,2024-05-06,Email,True,False,False,0.0,Targeted
254,1,4197,2024-04-20,Mobile Push,True,False,False,0.0,Targeted
255,1,4633,2024-05-11,SMS,True,False,False,0.0,Targeted
256,1,1689,2024-05-23,Mobile Push,True,False,False,0.0,Targeted
257,1,5881,2024-04-03,Mobile Push,False,False,False,0.0,Targeted
258,1,2400,2024-05-20,Direct Mail,False,False,False,0.0,Targeted
259,1,2464,2024-04-13,Direct Mail,False,False,False,0.0,Targeted
260,1,3621,2024-05-27,Advisor Call,True,False,False,0.0,Targeted
261,1,1905,2024-03-05,Email,True,False,False,0.0,Targeted
262,1,2063,2024-03-29,Mobile Push,True,False,False,0.0,Control
263,1,974,2024-04-08,SMS,True,True,False,0.0,Targeted
264,1,407,2024-03-11,SMS,False,False,False,0.0,Targeted
265,1,6659,2024-03-25,SMS,False,False,False,0.0,Targeted
266,1,3267,2024-03-31,SMS,True,False,False,0.0,Targeted
267,1,3069,2024-03-19,Email,False,False,False,0.0,Targeted
268,1,3382,2024-03-26,Advisor Call,False,False,False,0.0,Control
269,1,6049,2024-03-31,Direct Mail,True,True,False,0.0,Targeted
270,1,5993,2024-03-17,SMS,False,False,False,0.0,Targeted
271,1,281,2024-03-06,Email,False,False,False,0.0,Control
272,1,5235,2024-03-05,SMS,True,False,False,0.0,Targeted
273,1,4154,2024-03-25,Email,False,False,False,0.0,Targeted
274,1,5935,2024-05-09,Email,True,False,False,0.0,Control
275,1,5775,2024-03-06,Email,False,False,False,0.0,Targeted
276,1,774,2024-03-04,Advisor Call,True,False,False,0.0,Targeted
277,1,3666,2024-04-12,Advisor Call,True,False,False,0.0,Targeted
278,1,5143,2024-05-27,Email,False,False,False,0.0,Targeted
279,1,6002,2024-03-17,Advisor Call,False,False,False,0.0,Targeted
280,1,5929,2024-04-20,Email,False,False,False,0.0,Targeted
281,1,4741,2024-05-25,Direct Mail,False,False,False,0.0,Targeted
282,1,1593,2024-03-26,Email,True,True,False,0.0,Targeted
283,1,4558,2024-05-10,SMS,True,False,False,0.0,Targeted
284,1,4193,2024-03-04,Email,False,False,False,0.0,Targeted
285,1,4851,2024-03-07,Email,True,False,False,0.0,Targeted
286,1,6404,2024-05-17,Email,True,False,False,0.0,Targeted
287,1,5396,2024-05-11,SMS,True,True,False,0.0,Targeted
288,1,4621,2024-03-03,Email,False,False,False,0.0,Targeted
289,1,1003,2024-04-04,Advisor Call,True,False,False,0.0,Targeted
290,1,6090,2024-05-07,SMS,True,False,False,0.0,Targeted
291,1,1731,2024-05-01,Email,False,False,False,0.0,Targeted
292,1,5871,2024-03-20,Mobile Push,False,False,False,0.0,Targeted
293,1,3946,2024-03-31,Email,False,False,False,0.0,Targeted
294,1,1191,2024-04-09,Advisor Call,True,True,False,0.0,Targeted
295,1,3384,2024-05-02,Email,False,False,False,0.0,Targeted
296,1,2638,2024-05-19,Mobile Push,True,False,False,0.0,Control
297,1,916,2024-04-10,Email,False,False,False,0.0,Control
298,1,3681,2024-03-24,Email,False,False,False,0.0,Targeted
299,1,2655,2024-04-24,Direct Mail,True,True,False,0.0,Targeted
300,1,5099,2024-05-24,SMS,False,False,False,0.0,Targeted
301,1,996,2024-04-01,Mobile Push,False,False,False,0.0,Control
302,1,5494,2024-03-12,Email,False,False,False,0.0,Targeted
303,1,1623,2024-04-29,Email,False,False,False,0.0,Targeted
304,1,1708,2024-04-12,Email,True,False,False,0.0,Targeted
305,1,2116,2024-03-31,Email,True,False,False,0.0,Targeted
306,1,803,2024-03-19,Advisor Call,False,False,False,0.0,Targeted
307,1,2754,2024-04-06,Advisor Call,True,False,False,0.0,Targeted
308,1,4565,2024-05-23,Direct Mail,True,False,False,0.0,Control
309,1,3693,2024-04-20,Mobile Push,False,False,False,0.0,Targeted
310,1,3627,2024-04-24,Email,True,False,False,0.0,Targeted
311,1,624,2024-03-19,Mobile Push,True,False,False,0.0,Targeted
312,1,4029,2024-04-22,Email,False,False,False,0.0,Targeted
313,1,158,2024-05-22,Mobile Push,False,False,False,0.0,Targeted
314,1,6172,2024-03-21,Mobile Push,False,False,False,0.0,Targeted
315,1,3307,2024-04-07,Email,True,False,False,0.0,Targeted
316,1,3059,2024-05-27,SMS,False,False,False,0.0,Targeted
317,1,6371,2024-05-22,Email,True,False,False,0.0,Targeted
318,1,4140,2024-03-26,Advisor Call,True,False,False,0.0,Targeted
319,1,1327,2024-05-13,Email,True,False,False,0.0,Targeted
320,1,6042,2024-03-24,Mobile Push,False,False,False,0.0,Targeted
321,1,571,2024-05-06,Email,False,False,False,0.0,Targeted
322,1,3709,2024-04-16,Mobile Push,False,False,False,0.0,Targeted
323,1,4809,2024-03-31,Direct Mail,False,False,False,0.0,Targeted
324,1,2031,2024-03-04,Email,False,False,False,0.0,Targeted
325,1,2524,2024-05-01,SMS,False,False,False,0.0,Targeted
326,1,1300,2024-04-25,SMS,False,False,False,0.0,Targeted
327,1,321,2024-05-23,Email,False,False,False,0.0,Targeted
328,1,2025,2024-05-21,Direct Mail,False,False,False,0.0,Targeted
329,1,1226,2024-03-22,Email,False,False,False,0.0,Targeted
330,1,6154,2024-05-10,Email,True,False,False,0.0,Targeted
331,1,6676,2024-04-13,Email,True,False,False,0.0,Control
332,1,5229,2024-03-17,Email,True,True,False,0.0,Targeted
333,1,3701,2024-05-15,Email,False,False,False,0.0,Targeted
334,1,2921,2024-05-06,Email,False,False,False,0.0,Control
335,1,469,2024-04-09,Email,False,False,False,0.0,Targeted
336,1,2397,2024-04-17,Email,False,False,False,0.0,Targeted
337,1,5445,2024-04-28,Direct Mail,False,False,False,0.0,Targeted
338,1,2937,2024-03-03,Mobile Push,True,False,False,0.0,Targeted
339,1,2679,2024-05-02,Mobile Push,True,False,False,0.0,Targeted
340,1,934,2024-03-26,SMS,True,False,False,0.0,Targeted
341,1,5858,2024-04-04,Advisor Call,False,False,False,0.0,Targeted
342,1,49,2024-05-10,Advisor Call,False,False,False,0.0,Targeted
343,1,4807,2024-05-19,SMS,False,False,False,0.0,Targeted
344,1,5882,2024-04-28,Advisor Call,True,False,False,0.0,Targeted
345,1,6696,2024-03-24,Advisor Call,False,False,False,0.0,Targeted
346,1,4478,2024-03-29,Mobile Push,False,False,False,0.0,Targeted
347,1,6415,2024-04-24,Mobile Push,True,False,False,0.0,Targeted
348,1,5842,2024-04-23,Email,True,False,False,0.0,Targeted
349,1,365,2024-04-26,Email,False,False,False,0.0,Targeted
350,1,4325,2024-04-03,SMS,True,False,False,0.0,Targeted
351,1,1608,2024-05-16,Mobile Push,True,False,False,0.0,Targeted
352,1,4940,2024-05-17,SMS,False,False,False,0.0,Targeted
353,1,4015,2024-05-05,Email,False,False,False,0.0,Targeted
354,1,2869,2024-03-30,Email,False,False,False,0.0,Targeted
355,1,5059,2024-05-01,Mobile Push,True,False,False,0.0,Targeted
356,1,6231,2024-03-21,Email,False,False,False,0.0,Targeted
357,1,6513,2024-03-19,Email,False,False,False,0.0,Control
358,1,6690,2024-05-29,Email,True,False,False,0.0,Targeted
359,1,1988,2024-04-29,Email,True,True,True,100.0,Targeted
360,1,420,2024-04-24,Email,True,True,False,0.0,Targeted
361,1,3422,2024-03-14,Email,False,False,False,0.0,Targeted
362,1,6726,2024-04-22,Direct Mail,False,False,False,0.0,Targeted
363,1,293,2024-04-23,Email,False,False,False,0.0,Targeted
364,1,1610,2024-05-24,Mobile Push,True,True,True,25.0,Targeted
365,1,588,2024-05-27,Email,True,False,False,0.0,Targeted
366,1,4476,2024-04-02,Email,False,False,False,0.0,Targeted
367,1,1570,2024-04-27,Email,False,False,False,0.0,Targeted
368,1,5670,2024-04-07,Mobile Push,False,False,False,0.0,Control
369,1,4399,2024-03-20,SMS,True,True,False,0.0,Targeted
370,1,1518,2024-03-17,Email,True,False,False,0.0,Targeted
371,1,1194,2024-04-19,Mobile Push,False,False,False,0.0,Targeted
372,1,6720,2024-05-22,Email,True,False,False,0.0,Targeted
373,1,5591,2024-03-21,SMS,True,False,False,0.0,Targeted
374,1,5410,2024-05-01,SMS,False,False,False,0.0,Targeted
375,1,5354,2024-03-19,Advisor Call,True,False,False,0.0,Targeted
376,1,5783,2024-04-20,Mobile Push,False,False,False,0.0,Targeted
377,1,6784,2024-05-08,Email,True,False,False,0.0,Targeted
378,1,1649,2024-03-23,Mobile Push,True,False,False,0.0,Targeted
379,1,3776,2024-05-10,Email,True,False,False,0.0,Targeted
380,1,2631,2024-03-14,Email,False,False,False,0.0,Targeted
381,1,3459,2024-05-02,Mobile Push,True,True,False,0.0,Targeted
382,1,227,2024-05-20,Mobile Push,True,False,False,0.0,Targeted
383,1,188,2024-05-19,Email,False,False,False,0.0,Targeted
384,1,6979,2024-04-20,SMS,True,False,False,0.0,Targeted
385,1,5734,2024-04-24,Advisor Call,True,False,False,0.0,Targeted
386,1,6351,2024-03-07,Email,True,False,False,0.0,Targeted
387,1,1800,2024-04-22,Mobile Push,False,False,False,0.0,Targeted
388,1,3926,2024-05-02,Advisor Call,False,False,False,0.0,Targeted
389,1,2099,2024-04-23,SMS,True,False,False,0.0,Targeted
390,1,2103,2024-05-21,Direct Mail,True,False,False,0.0,Targeted
391,1,6403,2024-04-26,Email,True,False,False,0.0,Targeted
392,1,237,2024-03-02,SMS,True,False,False,0.0,Targeted
393,1,548,2024-05-02,SMS,True,False,False,0.0,Targeted
394,1,4514,2024-03-17,Email,True,False,False,0.0,Control
395,1,2105,2024-03-29,Advisor Call,True,False,False,0.0,Control
396,1,3736,2024-05-25,Direct Mail,False,False,False,0.0,Control
397,1,5701,2024-03-25,Email,True,True,False,0.0,Targeted
398,1,2080,2024-03-02,Email,True,False,False,0.0,Targeted
399,1,4952,2024-03-25,SMS,False,False,False,0.0,Targeted
400,1,3875,2024-04-12,Email,True,False,False,0.0,Targeted
401,1,2700,2024-03-03,Direct Mail,False,False,False,0.0,Targeted
402,1,4111,2024-03-14,Mobile Push,False,False,False,0.0,Control
403,1,5592,2024-03-08,Email,False,False,False,0.0,Targeted
404,1,2578,2024-03-18,SMS,True,False,False,0.0,Targeted
405,1,28,2024-04-15,Email,False,False,False,0.0,Targeted
406,1,2868,2024-05-04,Email,False,False,False,0.0,Control
407,1,6409,2024-04-13,Mobile Push,True,False,False,0.0,Targeted
408,1,4163,2024-05-17,Email,False,False,False,0.0,Targeted
409,1,3438,2024-03-01,Advisor Call,True,False,False,0.0,Targeted
410,1,537,2024-04-22,Email,True,False,False,0.0,Targeted
411,1,1261,2024-05-08,SMS,True,False,False,0.0,Targeted
412,1,3548,2024-03-23,Email,True,False,False,0.0,Targeted
413,1,4285,2024-05-31,Advisor Call,False,False,False,0.0,Control
414,1,6701,2024-04-11,Email,True,True,False,0.0,Targeted
415,1,4911,2024-05-31,Mobile Push,False,False,False,0.0,Targeted
416,1,418,2024-05-25,Advisor Call,True,True,False,0.0,Targeted
