statement_id,account_id,customer_id,institution_id,branch_id,date_key,statement_date,credit_limit,statement_balance,purchase_amount,payment_amount,interest_charged,fee_charged,minimum_payment_due,days_past_due,utilization_rate
166,49,23,1,8,20241130,2024-11-30,7500.0,5838.77,474.75,294.88,97.28,0,175.16,0,0.7785
167,49,23,1,8,20241231,2024-12-31,7500.0,6320.2,655.93,305.63,102.13,29,189.61,0,0.8427
168,49,23,1,8,20250131,2025-01-31,7500.0,6493.07,324.98,262.67,110.55,0,194.79,0,0.8657
169,49,23,1,8,20250228,2025-02-28,7500.0,6642.78,68.04,60.9,113.57,29,199.28,0,0.8857
170,49,23,1,8,20250331,2025-03-31,7500.0,7112.34,794.93,441.57,116.19,0,213.37,0,0.9483
171,49,23,1,8,20250430,2025-04-30,7500.0,7281.24,173.03,167.53,124.41,39,218.44,5,0.9708
172,49,23,1,8,20250531,2025-05-31,7500.0,7547.29,559.22,420.53,127.36,0,226.42,0,1.0063
173,49,23,1,8,20250630,2025-06-30,7500.0,7822.18,290.37,147.5,132.01,0,234.67,5,1.043
174,49,23,1,8,20250731,2025-07-31,7500.0,7875.0,361.26,232.95,136.82,0,236.25,0,1.05
175,49,23,1,8,20250831,2025-08-31,7500.0,7875.0,572.03,623.98,137.75,0,236.25,0,1.05
176,49,23,1,8,20250930,2025-09-30,7500.0,7875.0,893.21,472.68,137.75,39,236.25,0,1.05
177,49,23,1,8,20251031,2025-10-31,7500.0,7875.0,271.22,138.98,137.75,39,236.25,0,1.05
178,49,23,1,8,20251130,2025-11-30,7500.0,7875.0,772.77,487.33,137.75,0,236.25,0,1.05
179,49,23,1,8,20251231,2025-12-31,7500.0,7875.0,606.35,462.34,137.75,0,236.25,0,1.05
180,51,25,5,176,20231231,2023-12-31,20000.0,5165.95,349.88,227.71,86.04,39,154.98,0,0.2583
181,51,25,5,176,20240131,2024-01-31,20000.0,5254.84,320.84,322.32,90.36,0,157.65,0,0.2627
182,51,25,5,176,20240229,2024-02-29,20000.0,5457.95,721.59,610.4,91.92,0,163.74,0,0.2729
183,51,25,5,176,20240331,2024-03-31,20000.0,5570.65,308.43,320.2,95.47,29,167.12,0,0.2785
184,51,25,5,176,20240430,2024-04-30,20000.0,5806.03,639.52,540.58,97.44,39,174.18,0,0.2903
185,51,25,5,176,20240531,2024-05-31,20000.0,5943.86,113.63,77.36,101.56,0,178.32,15,0.2972
186,51,25,5,176,20240630,2024-06-30,20000.0,6085.49,526.02,488.36,103.97,0,182.56,60,0.3043
187,51,25,5,176,20240731,2024-07-31,20000.0,6193.41,382.77,420.29,106.45,39,185.8,5,0.3097
188,51,25,5,176,20240831,2024-08-31,20000.0,6326.66,258.07,233.16,108.33,0,189.8,0,0.3163
189,51,25,5,176,20240930,2024-09-30,20000.0,6672.42,838.32,603.22,110.66,0,200.17,0,0.3336
190,51,25,5,176,20241031,2024-10-31,20000.0,7334.75,1360.02,853.4,116.71,39,220.04,0,0.3667
191,51,25,5,176,20241130,2024-11-30,20000.0,7502.17,118.97,79.85,128.3,0,225.06,0,0.3751
192,51,25,5,176,20241231,2024-12-31,20000.0,7794.53,344.93,183.79,131.23,0,233.84,0,0.3897
193,51,25,5,176,20250131,2025-01-31,20000.0,7993.05,266.59,204.41,136.34,0,239.79,0,0.3997
194,51,25,5,176,20250228,2025-02-28,20000.0,8640.31,1525.21,1046.75,139.81,29,259.21,0,0.432
195,51,25,5,176,20250331,2025-03-31,20000.0,8810.09,69.79,51.14,151.13,0,264.3,0,0.4405
196,51,25,5,176,20250430,2025-04-30,20000.0,9057.56,371.7,278.33,154.1,0,271.73,0,0.4529
197,51,25,5,176,20250531,2025-05-31,20000.0,9254.37,595.84,586.47,158.43,29,277.63,0,0.4627
198,51,25,5,176,20250630,2025-06-30,20000.0,9638.5,1254.82,1071.56,161.87,39,289.15,0,0.4819
199,51,25,5,176,20250731,2025-07-31,20000.0,9915.78,214.5,105.81,168.59,0,297.47,5,0.4958
200,51,25,5,176,20250831,2025-08-31,20000.0,10254.5,380.54,215.26,173.44,0,307.64,0,0.5127
201,51,25,5,176,20250930,2025-09-30,20000.0,10462.34,482.58,493.11,179.37,39,313.87,0,0.5231
202,51,25,5,176,20251031,2025-10-31,20000.0,10725.61,372.66,331.39,183.0,39,321.77,0,0.5363
203,51,25,5,176,20251130,2025-11-30,20000.0,11007.1,136.29,71.4,187.61,29,330.21,0,0.5504
204,51,25,5,176,20251231,2025-12-31,20000.0,11269.88,266.87,196.63,192.53,0,338.1,0,0.5635
205,56,26,5,192,20250831,2025-08-31,5000.0,500.76,334.56,184.12,6.02,0,15.02,5,0.1002
206,56,26,5,192,20250930,2025-09-30,5000.0,736.97,347.55,159.1,8.76,39,22.11,0,0.1474
207,56,26,5,192,20251031,2025-10-31,5000.0,921.9,941.33,769.28,12.89,0,27.66,0,0.1844
208,56,26,5,192,20251130,2025-11-30,5000.0,991.85,255.53,201.7,16.13,0,29.76,0,0.1984
209,56,26,5,192,20251231,2025-12-31,5000.0,1387.84,1159.94,781.3,17.35,0,41.64,15,0.2776
210,58,28,6,210,20241031,2024-10-31,5000.0,901.05,582.67,484.42,13.3,29,27.03,0,0.1802
211,58,28,6,210,20241130,2024-11-30,5000.0,1009.96,160.27,96.12,15.76,29,30.3,0,0.202
212,58,28,6,210,20241231,2024-12-31,5000.0,1199.01,819.57,687.18,17.67,39,35.97,0,0.2398
213,58,28,6,210,20250131,2025-01-31,5000.0,1306.09,133.23,76.13,20.97,29,39.18,0,0.2612
214,58,28,6,210,20250228,2025-02-28,5000.0,1461.73,174.38,80.58,22.85,39,43.85,0,0.2923
215,58,28,6,210,20250331,2025-03-31,5000.0,1582.68,804.64,709.26,25.57,0,47.48,0,0.3165
216,58,28,6,210,20250430,2025-04-30,5000.0,1690.49,173.18,93.05,27.68,0,50.71,0,0.3381
217,58,28,6,210,20250531,2025-05-31,5000.0,1896.15,255.11,118.03,29.57,39,56.88,15,0.3792
218,58,28,6,210,20250630,2025-06-30,5000.0,2365.28,901.22,504.25,33.17,39,70.96,0,0.4731
219,58,28,6,210,20250731,2025-07-31,5000.0,2703.69,554.33,257.29,41.37,0,81.11,0,0.5407
220,58,28,6,210,20250831,2025-08-31,5000.0,2899.35,312.48,164.11,47.29,0,86.98,0,0.5799
221,58,28,6,210,20250930,2025-09-30,5000.0,2978.43,108.96,119.59,50.71,39,89.35,0,0.5957
222,58,28,6,210,20251031,2025-10-31,5000.0,3127.37,314.46,217.62,52.1,0,93.82,0,0.6255
223,58,28,6,210,20251130,2025-11-30,5000.0,3251.78,123.25,92.54,54.7,39,97.55,0,0.6504
224,58,28,6,210,20251231,2025-12-31,5000.0,3878.97,1313.23,742.92,56.88,0,116.37,0,0.7758
225,60,28,1,15,20241031,2024-10-31,3000.0,126.23,1057.71,1073.93,2.45,0,10.0,0,0.0421
226,60,28,1,15,20241130,2024-11-30,3000.0,161.75,154.26,159.95,2.21,39,10.0,0,0.0539
227,60,28,1,15,20241231,2024-12-31,3000.0,256.07,489.15,397.65,2.83,0,10.0,0,0.0854
228,60,28,1,15,20250131,2025-01-31,3000.0,474.27,537.36,323.64,4.48,0,14.23,0,0.1581
229,60,28,1,15,20250228,2025-02-28,3000.0,448.21,351.8,386.16,8.3,0,13.45,0,0.1494
230,60,28,1,15,20250331,2025-03-31,3000.0,503.28,193.68,185.45,7.84,39,15.1,0,0.1678
231,60,28,1,15,20250430,2025-04-30,3000.0,538.28,284.62,287.42,8.8,29,16.15,0,0.1794
232,60,28,1,15,20250531,2025-05-31,3000.0,615.9,215.92,176.71,9.42,29,18.48,0,0.2053
233,60,28,1,15,20250630,2025-06-30,3000.0,1007.95,1931.39,1550.12,10.77,0,30.24,0,0.336
234,60,28,1,15,20250731,2025-07-31,3000.0,1536.18,1274.44,763.84,17.63,0,46.09,0,0.5121
235,60,28,1,15,20250831,2025-08-31,3000.0,1667.51,280.1,204.63,26.87,29,50.03,90,0.5558
236,60,28,1,15,20250930,2025-09-30,3000.0,1851.56,340.05,185.17,29.17,0,55.55,0,0.6172
237,60,28,1,15,20251031,2025-10-31,3000.0,1895.52,588.36,605.79,32.39,29,56.87,0,0.6318
238,60,28,1,15,20251130,2025-11-30,3000.0,1953.54,302.7,277.84,33.16,0,58.61,0,0.6512
239,60,28,1,15,20251231,2025-12-31,3000.0,2110.25,506.35,383.81,34.17,0,63.31,0,0.7034
240,64,29,3,109,20250630,2025-06-30,3000.0,1720.35,65.11,66.12,29.59,0,51.61,60,0.5734
241,64,29,3,109,20250731,2025-07-31,3000.0,1791.42,150.01,109.02,30.09,0,53.74,0,0.5971
242,64,29,3,109,20250831,2025-08-31,3000.0,1806.74,171.77,187.78,31.33,0,54.2,0,0.6022
243,64,29,3,109,20250930,2025-09-30,3000.0,1891.33,239.27,186.29,31.6,0,56.74,0,0.6304
244,64,29,3,109,20251031,2025-10-31,3000.0,1963.48,81.01,80.95,33.08,39,58.9,0,0.6545
245,64,29,3,109,20251130,2025-11-30,3000.0,2228.91,412.81,220.72,34.34,39,66.87,0,0.743
246,64,29,3,109,20251231,2025-12-31,3000.0,2332.88,425.74,360.76,38.99,0,69.99,0,0.7776
247,66,31,1,15,20240930,2024-09-30,15000.0,8158.39,67.4,63.11,140.18,0,244.75,0,0.5439
